	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GKN21	0	0.51888445091374	0.392	0.074	0	Alveolar cells type 1	GKN2
TNNC1	0	0.518031350780979	0.369	0.006	0	Alveolar cells type 1	TNNC1
LIPH2	0	0.516984714618773	0.411	0.054	0	Alveolar cells type 1	LIPH
CGN1	0	0.516246849955581	0.403	0.052	0	Alveolar cells type 1	CGN
GRK51	0	0.51574271312354	0.397	0.043	0	Alveolar cells type 1	GRK5
PTPN21	0	0.513765691122343	0.384	0.021	0	Alveolar cells type 1	PTPN21
CTDSPL	0	0.511128605602071	0.393	0.06	0	Alveolar cells type 1	CTDSPL
RHOBTB31	0	0.508186622881622	0.399	0.067	0	Alveolar cells type 1	RHOBTB3
TEAD11	0	0.503674483291446	0.394	0.054	0	Alveolar cells type 1	TEAD1
SCD5	0	0.49508292375857	0.384	0.032	0	Alveolar cells type 1	SCD5
SGCE1	0	0.49487148774657	0.4	0.049	0	Alveolar cells type 1	SGCE
PARVA1	0	0.484362941730585	0.406	0.064	0	Alveolar cells type 1	PARVA
CRIP23	0	0.476551449995287	0.435	0.106	0	Alveolar cells type 1	CRIP2
GALNT5	0	0.461852767544781	0.351	0.018	0	Alveolar cells type 1	GALNT5
CGNL1	0	0.459241854339616	0.346	0.048	0	Alveolar cells type 1	CGNL1
VSIG21	0	0.451549855402829	0.374	0.058	0	Alveolar cells type 1	VSIG2
ZFYVE9	0	0.448334145397897	0.334	0.028	0	Alveolar cells type 1	ZFYVE9
OTULINL	0	0.436124487416458	0.346	0.063	0	Alveolar cells type 1	OTULINL
MAB21L4	0	0.435515732696001	0.328	0.011	0	Alveolar cells type 1	MAB21L4
ST6GALNAC5	0	0.434492207626967	0.317	0.001	0	Alveolar cells type 1	ST6GALNAC5
FARP1	0	0.434340123835789	0.381	0.087	0	Alveolar cells type 1	FARP1
RNF128	0	0.427264159330779	0.346	0.03	0	Alveolar cells type 1	RNF128
P4HA21	0	0.426935946342272	0.341	0.068	0	Alveolar cells type 1	P4HA2
COL4A3	0	0.424503566937136	0.304	0.008	0	Alveolar cells type 1	COL4A3
SEMA3B	0	0.414695565175653	0.324	0.011	0	Alveolar cells type 1	SEMA3B
FBLN51	0	0.41167368923637	0.367	0.041	0	Alveolar cells type 1	FBLN5
NXN	0	0.404013077399084	0.325	0.027	0	Alveolar cells type 1	NXN
EPS8L2	0	0.40281938661412	0.338	0.036	0	Alveolar cells type 1	EPS8L2
TGFB2	0	0.401672294730103	0.313	0.02	0	Alveolar cells type 1	TGFB2
KLK111	0	0.397483572749366	0.312	0.027	0	Alveolar cells type 1	KLK11
PEAK1	0	0.397048830557347	0.34	0.055	0	Alveolar cells type 1	PEAK1
CFL2	0	0.396428074177909	0.351	0.051	0	Alveolar cells type 1	CFL2
KLK101	0	0.395310449995928	0.309	0.023	0	Alveolar cells type 1	KLK10
AC027288.3	0	0.395182962893935	0.272	0.005	0	Alveolar cells type 1	AC027288.3
WWC11	0	0.391579509995337	0.342	0.067	0	Alveolar cells type 1	WWC1
SPRYD7	0	0.390852329843978	0.33	0.041	0	Alveolar cells type 1	SPRYD7
GRAMD2A	0	0.37752890031235	0.323	0.037	0	Alveolar cells type 1	GRAMD2A
PXDN	0	0.377247558487064	0.298	0.016	0	Alveolar cells type 1	PXDN
MATN3	0	0.37479711358029	0.266	0.002	0	Alveolar cells type 1	MATN3
COL4A4	0	0.365244572018697	0.296	0.009	0	Alveolar cells type 1	COL4A4
PPL	0	0.364509528134732	0.313	0.039	0	Alveolar cells type 1	PPL
PDZK1IP1	0	0.362617749370242	0.294	0.037	0	Alveolar cells type 1	PDZK1IP1
ARHGAP44	0	0.362042765721711	0.322	0.042	0	Alveolar cells type 1	ARHGAP44
AJUBA	0	0.35785467142877	0.305	0.016	0	Alveolar cells type 1	AJUBA
EXPH52	0	0.356097611529608	0.321	0.06	0	Alveolar cells type 1	EXPH5
LIMD1	0	0.35373959978814	0.292	0.042	0	Alveolar cells type 1	LIMD1
FZD6	0	0.349891000517309	0.298	0.035	0	Alveolar cells type 1	FZD6
FAM167A	0	0.348019614243113	0.254	0.007	0	Alveolar cells type 1	FAM167A
SCNN1B1	0	0.340983549784952	0.269	0.022	0	Alveolar cells type 1	SCNN1B
IL17RE	0	0.339882072015189	0.284	0.024	0	Alveolar cells type 1	IL17RE
AATK	0	0.339450679872213	0.301	0.026	0	Alveolar cells type 1	AATK
CMTM41	0	0.338513221782144	0.284	0.048	0	Alveolar cells type 1	CMTM4
CST61	0	0.336945456387509	0.253	0.019	0	Alveolar cells type 1	CST6
FSTL11	0	0.335388041699549	0.345	0.058	0	Alveolar cells type 1	FSTL1
BCAM	0	0.335113251667741	0.285	0.03	0	Alveolar cells type 1	BCAM
GALNT181	0	0.332759082408514	0.288	0.031	0	Alveolar cells type 1	GALNT18
PTPN14	0	0.329751119028774	0.279	0.03	0	Alveolar cells type 1	PTPN14
SLC15A21	0	0.327560393736472	0.277	0.026	0	Alveolar cells type 1	SLC15A2
HSPG2	0	0.324781375228817	0.285	0.037	0	Alveolar cells type 1	HSPG2
PATJ	0	0.323846524495185	0.306	0.055	0	Alveolar cells type 1	PATJ
TENT5B	0	0.313451958411562	0.259	0.031	0	Alveolar cells type 1	TENT5B
EVA1A	0	0.313178141641258	0.268	0.038	0	Alveolar cells type 1	EVA1A
TSPAN12	0	0.310166782314959	0.275	0.033	0	Alveolar cells type 1	TSPAN12
PLXNA1	0	0.307581858930794	0.261	0.04	0	Alveolar cells type 1	PLXNA1
ARHGAP23	0	0.306394066520796	0.263	0.027	0	Alveolar cells type 1	ARHGAP23
MAGI1	0	0.296141410223308	0.262	0.042	0	Alveolar cells type 1	MAGI1
ERBB2	0	0.295127905415794	0.265	0.042	0	Alveolar cells type 1	ERBB2
RAB17	1.65990175498314e-307	0.282014828698611	0.259	0.042	4.05364607584433e-303	Alveolar cells type 1	RAB17
SEMA3E	1.36039051689296e-305	0.415874204371441	0.324	0.066	3.32220968130431e-301	Alveolar cells type 1	SEMA3E
TMEM983	1.60128077727118e-303	0.42689500455549	0.371	0.084	3.91048778617396e-299	Alveolar cells type 1	TMEM98
ABCA81	5.76339886025188e-301	0.30910391488486	0.288	0.051	1.40747963566211e-296	Alveolar cells type 1	ABCA8
LMTK2	8.16552379495524e-301	0.300610431544821	0.269	0.046	1.99410256596602e-296	Alveolar cells type 1	LMTK2
FADS3	1.47119746792096e-299	0.306585925930754	0.259	0.043	3.59281133640977e-295	Alveolar cells type 1	FADS3
GSTP13	4.56779059690169e-296	0.704244118509468	0.923	0.634	1.11550014166936e-291	Alveolar cells type 1	GSTP1
APP3	4.21026124932465e-295	0.707102621677845	0.702	0.313	1.02818789969757e-290	Alveolar cells type 1	APP
S100A101	1.176824831167e-294	0.755195835588868	0.938	0.66	2.87392392019292e-290	Alveolar cells type 1	S100A10
OCLN3	2.38172053006296e-294	0.43452957429537	0.412	0.105	5.81639970646675e-290	Alveolar cells type 1	OCLN
C14orf132	3.74677952484546e-293	0.343540331031167	0.3	0.057	9.1500102776251e-289	Alveolar cells type 1	C14orf132
DSG21	1.17846437545692e-289	0.33427187671027	0.315	0.063	2.87792785130334e-285	Alveolar cells type 1	DSG2
NEDD91	1.5346566401703e-287	0.686085373589006	0.571	0.207	3.74778498095988e-283	Alveolar cells type 1	NEDD9
MICAL2	4.77008820882179e-287	0.400918607325571	0.357	0.082	1.16490324147637e-282	Alveolar cells type 1	MICAL2
FLNB3	7.44969320979962e-284	0.419010719878332	0.401	0.101	1.81928957876517e-279	Alveolar cells type 1	FLNB
SESTD1	1.25437417684121e-279	0.516692651506082	0.41	0.112	3.06330717726392e-275	Alveolar cells type 1	SESTD1
FKBP92	1.22545005385968e-277	0.408820758359173	0.37	0.09	2.99267157653071e-273	Alveolar cells type 1	FKBP9
TPM41	4.74416114616537e-276	0.73096378432122	0.82	0.486	1.15857159350504e-271	Alveolar cells type 1	TPM4
CAPN21	3.01248862224752e-274	0.682079529106292	0.601	0.254	7.35679846439066e-270	Alveolar cells type 1	CAPN2
CYR614	5.24709829163697e-274	0.750789759299313	0.597	0.202	1.28139387380066e-269	Alveolar cells type 1	CYR61
ALDH3B12	1.03151666469524e-273	0.579698997931513	0.545	0.195	2.51906684685225e-269	Alveolar cells type 1	ALDH3B1
CDKN2B	1.4288210972356e-271	0.3342709632378	0.275	0.052	3.48932400155905e-267	Alveolar cells type 1	CDKN2B
TMPRSS21	3.97093110376114e-270	0.408110920032557	0.389	0.098	9.69741084849509e-266	Alveolar cells type 1	TMPRSS2
MYO5C	5.16121215949262e-268	0.342532392603471	0.306	0.064	1.26041962146969e-263	Alveolar cells type 1	MYO5C
LGALS3BP1	1.00880012917332e-265	0.653254864560532	0.845	0.442	2.46359079545416e-261	Alveolar cells type 1	LGALS3BP
TNS3	8.22941557474418e-265	0.496257902338565	0.408	0.116	2.00970557750828e-260	Alveolar cells type 1	TNS3
PDLIM2	9.61395516369673e-264	0.437823789373176	0.392	0.106	2.34782399052638e-259	Alveolar cells type 1	PDLIM2
SESN11	6.39490609263499e-262	0.410559002458258	0.388	0.101	1.56170001688239e-257	Alveolar cells type 1	SESN1
TJP11	5.35740248121681e-261	0.356281664300323	0.329	0.074	1.30833125993796e-256	Alveolar cells type 1	TJP1
CNN34	7.33146754299045e-261	0.488983111679193	0.483	0.15	1.7904176886737e-256	Alveolar cells type 1	CNN3
PAWR1	4.06712347069941e-259	0.307922118900088	0.295	0.061	9.93232222779502e-255	Alveolar cells type 1	PAWR
PRR15L	2.55659983473554e-257	0.274113177463785	0.254	0.047	6.24347245640765e-253	Alveolar cells type 1	PRR15L
VEPH11	6.15013351355337e-254	0.323978133833551	0.29	0.06	1.50192410534487e-249	Alveolar cells type 1	VEPH1
MINDY2	1.38032703761209e-253	0.464151536201976	0.391	0.108	3.37089665855249e-249	Alveolar cells type 1	MINDY2
LRP5	1.44477647430812e-252	0.315328506964988	0.303	0.065	3.52828862790786e-248	Alveolar cells type 1	LRP5
CAVIN22	7.96805254701858e-252	0.278589330900108	0.422	0.111	1.94587811250741e-247	Alveolar cells type 1	CAVIN2
PAM1	6.20216121987068e-251	0.369331700057023	0.362	0.092	1.51462979150462e-246	Alveolar cells type 1	PAM
KIF1C	5.68957572075736e-250	0.64587299664327	0.446	0.148	1.38945128676615e-245	Alveolar cells type 1	KIF1C
RIN2	4.913538668818e-248	0.329320039888231	0.306	0.068	1.19993527831204e-243	Alveolar cells type 1	RIN2
ITGB61	8.51288457680708e-247	0.436589937726024	0.366	0.092	2.07893154250206e-242	Alveolar cells type 1	ITGB6
CLDN43	3.44632776780366e-245	0.47614918584671	0.592	0.2	8.41627704175333e-241	Alveolar cells type 1	CLDN4
UTRN	9.45913375849263e-245	0.667229785876429	0.582	0.246	2.31001505516149e-240	Alveolar cells type 1	UTRN
TMEM30B1	1.92945932477737e-242	0.331777639509047	0.328	0.078	4.71193261703881e-238	Alveolar cells type 1	TMEM30B
AFDN2	7.34999463681677e-242	0.497927625710027	0.455	0.148	1.79494219025702e-237	Alveolar cells type 1	AFDN
MYO1D	4.91221581433038e-241	0.291763869189802	0.267	0.054	1.19961222401762e-236	Alveolar cells type 1	MYO1D
ATP9A1	6.82265525223967e-240	0.273993764673492	0.267	0.054	1.66616063914945e-235	Alveolar cells type 1	ATP9A
MPP5	1.57124598319395e-239	0.300977235886168	0.277	0.058	3.83713981555794e-235	Alveolar cells type 1	MPP5
PMEPA1	1.21193876199905e-238	0.360069678940581	0.322	0.078	2.95967565067789e-234	Alveolar cells type 1	PMEPA1
METTL7A3	1.86719277675083e-233	0.634852515973214	0.624	0.271	4.55987148010319e-229	Alveolar cells type 1	METTL7A
PON22	4.22207878201747e-233	0.468440556303811	0.448	0.145	1.03107385935649e-228	Alveolar cells type 1	PON2
CTNNBIP1	2.44146970370466e-232	0.383091453462085	0.344	0.091	5.96231316341716e-228	Alveolar cells type 1	CTNNBIP1
S100A61	6.86765522115468e-231	0.625119920260587	0.982	0.863	1.67715008155818e-226	Alveolar cells type 1	S100A6
DPYSL22	1.25757696647699e-223	0.646686578062876	0.582	0.269	3.07112870983347e-219	Alveolar cells type 1	DPYSL2
SPTAN12	5.07423473550361e-220	0.601239440093074	0.608	0.283	1.23917886475734e-215	Alveolar cells type 1	SPTAN1
SFTA31	1.05726819469435e-218	0.376373975228816	0.5	0.157	2.58195465826306e-214	Alveolar cells type 1	SFTA3
CDH13	3.95141687708399e-218	0.536881305332243	0.517	0.204	9.64975515552682e-214	Alveolar cells type 1	CDH1
DGCR2	7.64598529073631e-216	0.336216394168847	0.33	0.087	1.86722606785071e-211	Alveolar cells type 1	DGCR2
MTURN1	2.32078984730793e-215	0.479259417962357	0.368	0.108	5.66760088611069e-211	Alveolar cells type 1	MTURN
ICAM12	1.59522076734453e-214	0.572254030992271	0.558	0.223	3.89568863593207e-210	Alveolar cells type 1	ICAM1
TMEM63B	9.63797144121249e-213	0.28828988530165	0.273	0.062	2.3536890056585e-208	Alveolar cells type 1	TMEM63B
MYL61	5.14657227711613e-211	0.56229051707658	0.991	0.936	1.25684441579453e-206	Alveolar cells type 1	MYL6
MYL12B1	6.09681156019954e-211	0.589242541362511	0.94	0.795	1.48890235111633e-206	Alveolar cells type 1	MYL12B
MRPL14	3.12195953955952e-209	0.410697063592682	0.379	0.117	7.6241373915583e-205	Alveolar cells type 1	MRPL14
FAM107B1	1.40582221316147e-207	0.711971276797561	0.634	0.334	3.43315842676163e-203	Alveolar cells type 1	FAM107B
RAB251	6.8590727725172e-207	0.278531118838252	0.281	0.067	1.67505416177643e-202	Alveolar cells type 1	RAB25
RASSF7	2.0247205902591e-206	0.33629732954955	0.329	0.089	4.94457015347174e-202	Alveolar cells type 1	RASSF7
ATP1B13	2.55029312322924e-206	0.658921810256292	0.755	0.444	6.22807083623813e-202	Alveolar cells type 1	ATP1B1
FZD5	5.22918690718759e-205	0.295990022435232	0.272	0.063	1.27701973460428e-200	Alveolar cells type 1	FZD5
FNBP1L1	5.26293970994123e-205	0.304481658262383	0.282	0.068	1.28526250656475e-200	Alveolar cells type 1	FNBP1L
TOM1L2	8.34152837645967e-205	0.283475329566268	0.274	0.064	2.03708464481522e-200	Alveolar cells type 1	TOM1L2
ATP11A1	1.28218781853377e-204	0.410526655463616	0.391	0.125	3.13123087164131e-200	Alveolar cells type 1	ATP11A
RASSF8	2.6279664757525e-203	0.291775725185021	0.257	0.058	6.41775693043518e-199	Alveolar cells type 1	RASSF8
NDRG12	2.46720725937619e-202	0.556888161604434	0.541	0.234	6.02516684812259e-198	Alveolar cells type 1	NDRG1
PFKFB31	4.2773790974379e-202	0.528718329411883	0.542	0.221	1.04457874938531e-197	Alveolar cells type 1	PFKFB3
YPEL3	2.99352605473188e-199	0.514340384092482	0.522	0.216	7.31048997826073e-195	Alveolar cells type 1	YPEL3
SULT1A1	4.22202877626729e-199	0.426537165764834	0.378	0.12	1.03106164745224e-194	Alveolar cells type 1	SULT1A1
SCARB21	8.37710110702839e-197	0.64358931380333	0.589	0.305	2.0457718613474e-192	Alveolar cells type 1	SCARB2
CLDN73	1.36549574795026e-196	0.572019895722899	0.522	0.226	3.33467716606932e-192	Alveolar cells type 1	CLDN7
DMTN1	3.63565721150226e-193	0.29035625854017	0.276	0.067	8.87863847620967e-189	Alveolar cells type 1	DMTN
FERMT23	3.9826123753984e-193	0.303016652155767	0.31	0.082	9.72593768196043e-189	Alveolar cells type 1	FERMT2
PRRG42	1.44340495176253e-191	0.358872047501821	0.336	0.097	3.52493923269929e-187	Alveolar cells type 1	PRRG4
KRT83	7.52860072908977e-190	0.418183748462565	0.366	0.112	1.83855958405101e-185	Alveolar cells type 1	KRT8
CD593	9.86506557204284e-190	0.5277560171197	0.721	0.402	2.40914766334858e-185	Alveolar cells type 1	CD59
ANO61	1.27883790780634e-187	0.298928997289541	0.307	0.084	3.12305005465386e-183	Alveolar cells type 1	ANO6
ITGB12	2.33299226928812e-187	0.603414298841749	0.718	0.445	5.69740042082851e-183	Alveolar cells type 1	ITGB1
TMEM592	2.04623290922145e-185	0.539792845552243	0.797	0.527	4.99710538760971e-181	Alveolar cells type 1	TMEM59
ARHGAP35	4.86389955299622e-182	0.29375581093421	0.282	0.074	1.18781290983721e-177	Alveolar cells type 1	ARHGAP35
TGFBR22	1.55084805883242e-181	0.543449373252997	0.553	0.262	3.78732604447465e-177	Alveolar cells type 1	TGFBR2
PHACTR21	2.4105962173983e-181	0.486736778779127	0.439	0.168	5.88691702250838e-177	Alveolar cells type 1	PHACTR2
ACTG12	2.45046067589661e-181	0.497525754758513	0.999	0.981	5.98427001660712e-177	Alveolar cells type 1	ACTG1
UBL31	1.52388276542612e-180	0.543243545644669	0.511	0.232	3.72147410144714e-176	Alveolar cells type 1	UBL3
EMP13	2.04887808875152e-180	0.42703607861187	0.481	0.182	5.00356518054008e-176	Alveolar cells type 1	EMP1
RAB5B	1.9675786020544e-175	0.518453619023309	0.493	0.224	4.80502370407704e-171	Alveolar cells type 1	RAB5B
ARHGAP51	4.77344271840171e-174	0.40423388893704	0.391	0.138	1.16572244626088e-169	Alveolar cells type 1	ARHGAP5
TMC42	9.37443479302576e-173	0.272398237523079	0.307	0.086	2.28933072080482e-168	Alveolar cells type 1	TMC4
CTNNA12	2.37318797202531e-171	0.531071246550274	0.553	0.282	5.79556234648302e-167	Alveolar cells type 1	CTNNA1
NFIX2	4.44544883153982e-170	0.418554752485134	0.443	0.166	1.08562305915034e-165	Alveolar cells type 1	NFIX
ID14	5.91922064471266e-170	0.432812150738974	0.494	0.191	1.44553287364528e-165	Alveolar cells type 1	ID1
LLGL2	7.58146115469533e-170	0.28650095576059	0.288	0.08	1.85146862858815e-165	Alveolar cells type 1	LLGL2
CALM21	1.01681418932596e-169	0.518453404127744	0.934	0.783	2.48316193175294e-165	Alveolar cells type 1	CALM2
ACTN41	1.38215304424624e-168	0.524905843460536	0.883	0.663	3.37535594935373e-164	Alveolar cells type 1	ACTN4
UNC13B	8.15982582595023e-167	0.299702310121936	0.273	0.074	1.99271106495531e-162	Alveolar cells type 1	UNC13B
UXS1	5.36426093349116e-165	0.419170006250558	0.408	0.156	1.31000616256788e-160	Alveolar cells type 1	UXS1
GNAQ	6.11261169704419e-165	0.575581588291015	0.529	0.264	1.49276090253516e-160	Alveolar cells type 1	GNAQ
RBPMS3	4.83166201695914e-162	0.33827721480423	0.381	0.131	1.17994018116159e-157	Alveolar cells type 1	RBPMS
DOCK41	1.0126804450286e-160	0.26809586964836	0.261	0.069	2.47306691480434e-156	Alveolar cells type 1	DOCK4
SDC43	3.02415376632843e-160	0.347578232837014	0.722	0.353	7.38528591275065e-156	Alveolar cells type 1	SDC4
ACTB1	1.00786353325623e-159	0.412162015910152	1	0.995	2.46130353456503e-155	Alveolar cells type 1	ACTB
SEPT10	1.61484774766553e-159	0.314413360845578	0.298	0.09	3.94361968457398e-155	Alveolar cells type 1	SEPT10
CTNND11	8.49838304830054e-159	0.440273681713143	0.452	0.192	2.07539012422548e-154	Alveolar cells type 1	CTNND1
CKB2	3.42935506134722e-157	0.329534402678429	0.394	0.137	8.37482799531604e-153	Alveolar cells type 1	CKB
IL6R2	5.26578426413125e-157	0.417825614569528	0.397	0.148	1.28595717514349e-152	Alveolar cells type 1	IL6R
TACC22	1.92357316469484e-156	0.285811258567128	0.326	0.102	4.69755802550128e-152	Alveolar cells type 1	TACC2
LAPTM4A3	5.95739833281947e-153	0.466263561230953	0.89	0.681	1.45485624685784e-148	Alveolar cells type 1	LAPTM4A
PRDX53	7.94276213686952e-153	0.389099464981344	0.722	0.415	1.93970194144491e-148	Alveolar cells type 1	PRDX5
PDXK	1.912186290011e-151	0.433004002978087	0.425	0.179	4.66975013883586e-147	Alveolar cells type 1	PDXK
TES1	2.10001446627104e-151	0.504143726710275	0.525	0.256	5.12844532808051e-147	Alveolar cells type 1	TES
TMEM2452	2.8995930635545e-151	0.487254852450532	0.491	0.224	7.08109622050644e-147	Alveolar cells type 1	TMEM245
ATP1A12	4.7218279575903e-149	0.438921977221778	0.849	0.573	1.15311760552313e-144	Alveolar cells type 1	ATP1A1
SYNE22	1.45387969881998e-147	0.417482990148887	0.534	0.236	3.55051961248827e-143	Alveolar cells type 1	SYNE2
MYL12A2	1.19484439689539e-146	0.484078079058345	0.923	0.747	2.91792950165824e-142	Alveolar cells type 1	MYL12A
N4BP1	2.26473424810546e-146	0.39498564566351	0.416	0.17	5.53070750729833e-142	Alveolar cells type 1	N4BP1
NCOR2	2.73445467226897e-146	0.493893053995144	0.514	0.261	6.67781175514806e-142	Alveolar cells type 1	NCOR2
MECOM2	2.77300327022357e-145	0.319592600346303	0.319	0.104	6.77195128621297e-141	Alveolar cells type 1	MECOM
RARRES31	1.55496607957299e-144	0.413912156880412	0.423	0.174	3.7973826629252e-140	Alveolar cells type 1	RARRES3
NIPAL3	4.77943654449658e-144	0.269804125489167	0.27	0.08	1.16718619853151e-139	Alveolar cells type 1	NIPAL3
AKAP11	1.11080071837837e-142	0.318537874799213	0.302	0.099	2.71268643435181e-138	Alveolar cells type 1	AKAP11
TMBIM62	4.91731878203398e-142	0.42504217495601	0.991	0.948	1.20085841976052e-137	Alveolar cells type 1	TMBIM6
CERS21	7.42041345119577e-142	0.493967191142781	0.555	0.305	1.81213916891652e-137	Alveolar cells type 1	CERS2
SPTSSA1	2.20785369332153e-140	0.397415704121295	0.452	0.194	5.3917995044605e-136	Alveolar cells type 1	SPTSSA
ANKS1A	3.02229625424878e-140	0.316635196137435	0.302	0.1	7.38074968250093e-136	Alveolar cells type 1	ANKS1A
GTF2I1	7.70265981225638e-137	0.514153275666522	0.636	0.394	1.88106655275113e-132	Alveolar cells type 1	GTF2I
CUX1	4.47199052788376e-136	0.398420259343726	0.403	0.168	1.09210480681449e-131	Alveolar cells type 1	CUX1
ID43	7.64496035783902e-136	0.283485689335247	0.299	0.096	1.86697576898787e-131	Alveolar cells type 1	ID4
ABI21	3.89004234733641e-135	0.275926369484065	0.277	0.086	9.49987241643024e-131	Alveolar cells type 1	ABI2
CTTN1	1.70040292949155e-134	0.267974681678863	0.289	0.093	4.15255399411132e-130	Alveolar cells type 1	CTTN
MAGED12	5.75913737771252e-133	0.300387066584073	0.319	0.111	1.40643893901118e-128	Alveolar cells type 1	MAGED1
TMOD31	1.69980046243571e-132	0.417216776169114	0.428	0.193	4.15108270931425e-128	Alveolar cells type 1	TMOD3
RAD211	2.41230564010559e-132	0.510240152169588	0.555	0.314	5.89109160370187e-128	Alveolar cells type 1	RAD21
DYNC1H1	4.00952767595139e-132	0.496954110184456	0.535	0.293	9.7916675374409e-128	Alveolar cells type 1	DYNC1H1
EZR2	2.01925881294942e-131	0.371235174197641	0.951	0.742	4.93123194710379e-127	Alveolar cells type 1	EZR
B3GNT2	2.22348775133986e-130	0.309531730124751	0.32	0.114	5.42997943754707e-126	Alveolar cells type 1	B3GNT2
ITPR31	2.34928179169953e-130	0.272014432031933	0.325	0.114	5.73718106350942e-126	Alveolar cells type 1	ITPR3
TMEM431	2.63918874595513e-129	0.398274923708989	0.441	0.201	6.44516283649702e-125	Alveolar cells type 1	TMEM43
TIMP22	7.10466427312156e-129	0.388196217021913	0.696	0.394	1.73503006213902e-124	Alveolar cells type 1	TIMP2
F32	7.74594976330985e-129	0.334801023309964	0.37	0.135	1.8916383916979e-124	Alveolar cells type 1	F3
PNPLA2	9.76364748023787e-129	0.547254285834893	0.634	0.409	2.38438035114889e-124	Alveolar cells type 1	PNPLA2
AQP12	5.36779318681388e-128	0.511712855076401	0.351	0.133	1.31086877415182e-123	Alveolar cells type 1	AQP1
CYB5A3	1.55841494776683e-127	0.27536278572797	0.641	0.305	3.80580514394137e-123	Alveolar cells type 1	CYB5A
PTTG1IP1	2.12869021668192e-127	0.501965311025772	0.629	0.407	5.19847437815891e-123	Alveolar cells type 1	PTTG1IP
SOX42	1.62622464039442e-126	0.382506366061897	0.444	0.191	3.97140319430722e-122	Alveolar cells type 1	SOX4
KTN12	5.12503107065753e-126	0.547412104518665	0.705	0.476	1.25158383776528e-121	Alveolar cells type 1	KTN1
TM4SF13	2.2908148401647e-125	0.460428397615024	0.365	0.137	5.5943989211662e-121	Alveolar cells type 1	TM4SF1
LMO32	1.27892419064359e-124	0.26179298298265	0.294	0.098	3.1232607659707e-120	Alveolar cells type 1	LMO3
PPP2R5A	6.58876832255431e-123	0.465546960342746	0.459	0.232	1.60904311205099e-118	Alveolar cells type 1	PPP2R5A
IL322	7.82360827459054e-123	0.343922993428189	0.503	0.217	1.91060337673776e-118	Alveolar cells type 1	IL32
LAPTM4B1	4.32479760293795e-122	0.262934113475856	0.281	0.093	1.05615882261348e-117	Alveolar cells type 1	LAPTM4B
PXDC11	2.25420675876378e-119	0.310396261360719	0.343	0.132	5.50499832557702e-115	Alveolar cells type 1	PXDC1
TBC1D2	7.79345949245623e-118	0.271524263970546	0.3	0.108	1.90324074265274e-113	Alveolar cells type 1	TBC1D2
ABHD21	1.06506923093885e-117	0.489611482727559	0.536	0.303	2.60100556887576e-113	Alveolar cells type 1	ABHD2
KLF53	7.59661765746874e-117	0.347271708746517	0.411	0.175	1.85516999813044e-112	Alveolar cells type 1	KLF5
ADRB21	2.48988065232439e-116	0.435111944824175	0.444	0.21	6.0805375410414e-112	Alveolar cells type 1	ADRB2
PEBP12	3.12239366169872e-116	0.442002535561172	0.935	0.782	7.62519756123444e-112	Alveolar cells type 1	PEBP1
DST1	8.62015743997068e-116	0.364612082708964	0.38	0.164	2.10512864841524e-111	Alveolar cells type 1	DST
ATP2B4	1.11325589337374e-115	0.387588290718733	0.442	0.206	2.71868221720802e-111	Alveolar cells type 1	ATP2B4
NECTIN2	4.27637789306552e-115	0.257394162790138	0.294	0.105	1.04433424526553e-110	Alveolar cells type 1	NECTIN2
ORMDL3	5.36619190965584e-114	0.304882515554144	0.332	0.13	1.31047772625705e-109	Alveolar cells type 1	ORMDL3
ZC3H14	2.54058404838518e-113	0.264180430042563	0.274	0.095	6.20436030456145e-109	Alveolar cells type 1	ZC3H14
PRKAR1A3	4.37786067149763e-113	0.419067029266703	0.722	0.477	1.06911735458644e-108	Alveolar cells type 1	PRKAR1A
PPP4R11	3.05701010321786e-112	0.327501805339607	0.391	0.173	7.46552437306834e-108	Alveolar cells type 1	PPP4R1
AGAP3	8.58259797327992e-112	0.305475070669176	0.309	0.119	2.09595625105469e-107	Alveolar cells type 1	AGAP3
ERGIC1	4.13637255410215e-111	0.468542702184368	0.488	0.279	1.01014354143729e-106	Alveolar cells type 1	ERGIC1
VAMP81	4.4972570298498e-111	0.43156176355503	0.83	0.624	1.09827513925962e-106	Alveolar cells type 1	VAMP8
FLNA2	1.52925294553186e-110	0.40489216675281	0.794	0.534	3.73458861828334e-106	Alveolar cells type 1	FLNA
ITM2B3	4.95745403672987e-105	0.354082947176975	0.971	0.887	1.2106598503098e-100	Alveolar cells type 1	ITM2B
TMEM30A	2.01696232196801e-104	0.406085929296004	0.452	0.239	4.92562368647808e-100	Alveolar cells type 1	TMEM30A
RAB312	1.51119671460686e-103	0.487194382660604	0.548	0.329	3.69049349674141e-99	Alveolar cells type 1	RAB31
YWHAE2	2.24709058363932e-103	0.388475109555837	0.898	0.759	5.48761991430559e-99	Alveolar cells type 1	YWHAE
SBDS1	2.49251435089411e-103	0.457706969615918	0.541	0.329	6.0869692963185e-99	Alveolar cells type 1	SBDS
NEK7	3.08919949632024e-103	0.258119254471587	0.282	0.105	7.54413408996366e-99	Alveolar cells type 1	NEK7
ANXA41	4.33645359766668e-103	0.400599802153999	0.445	0.235	1.05900533308618e-98	Alveolar cells type 1	ANXA4
